sequence_id,label,video_id,sample_position_index,sequence_frame_index,frame_num,path,numeric_token_count,top_candidates,left_page_candidate,right_page_candidate,pair_score
flip__0008,flip,0008,0,0,1,training/flip/0008_000000001.jpg,28,"[{""value"": 3, ""conf"": 56.0, ""cx"": 0.411, ""cy"": 0.924, ""score"": 2.06}, {""value"": 7, ""conf"": 44.0, ""cx"": 0.889, ""cy"": 0.225, ""score"": 1.911}, {""value"": 46, ""conf"": 6.0, ""cx"": 0.803, ""cy"": 0.243, ""score"": 1.509}, {""value"": 48, ""conf"": 0.0, ""cx"": 0.145, ""cy"": 0.241, ""score"": 1.458}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.181, ""cy"": 0.233, ""score"": 1.457}, {""value"": 52, ""conf"": 0.0, ""cx"": 0.123, ""cy"": 0.251, ""score"": 1.456}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.289, ""cy"": 0.241, ""score"": 1.436}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.289, ""cy"": 0.25, ""score"": 1.432}]",4,7,4.3925
flip__0008,flip,0008,1,7,8,training/flip/0008_000000008.jpg,32,"[{""value"": 48, ""conf"": 0.0, ""cx"": 0.132, ""cy"": 0.239, ""score"": 1.461}, {""value"": 321, ""conf"": 0.0, ""cx"": 0.129, ""cy"": 0.249, ""score"": 1.456}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.296, ""cy"": 0.24, ""score"": 1.435}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.324, ""cy"": 0.261, ""score"": 1.421}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.379, ""cy"": 0.266, ""score"": 1.41}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.417, ""cy"": 0.255, ""score"": 1.41}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.422, ""cy"": 0.272, ""score"": 1.401}, {""value"": 1, ""conf"": 23.0, ""cx"": 0.561, ""cy"": 0.355, ""score"": 0.786}]",2,1,4.4372
flip__0008,flip,0008,2,14,15,training/flip/0008_000000015.jpg,20,"[{""value"": 1, ""conf"": 57.0, ""cx"": 0.428, ""cy"": 0.279, ""score"": 1.966}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.152, ""cy"": 0.235, ""score"": 1.46}, {""value"": 48, ""conf"": 0.0, ""cx"": 0.141, ""cy"": 0.244, ""score"": 1.457}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.318, ""cy"": 0.247, ""score"": 1.429}, {""value"": 4, ""conf"": 60.0, ""cx"": 0.078, ""cy"": 0.582, ""score"": 0.779}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.119, ""cy"": 0.292, ""score"": 0.636}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.134, ""cy"": 0.313, ""score"": 0.623}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.177, ""cy"": 0.33, ""score"": 0.608}]",,,
flip__0008,flip,0008,3,21,22,training/flip/0008_000000022.jpg,35,"[{""value"": 2, ""conf"": 2.0, ""cx"": 0.326, ""cy"": 0.936, ""score"": 1.539}, {""value"": 48, ""conf"": 0.0, ""cx"": 0.141, ""cy"": 0.245, ""score"": 1.456}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.223, ""cy"": 0.224, ""score"": 1.455}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.248, ""cy"": 0.242, ""score"": 1.442}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.305, ""cy"": 0.255, ""score"": 1.427}, {""value"": 821, ""conf"": 0.0, ""cx"": 0.328, ""cy"": 0.268, ""score"": 1.417}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.556, ""cy"": 0.27, ""score"": 1.398}, {""value"": 5, ""conf"": 63.0, ""cx"": 0.387, ""cy"": 0.283, ""score"": 1.23}]",2,1,5.1875
flip__0008,flip,0008,4,28,29,testing/flip/0008_000000029.jpg,9,"[{""value"": 8, ""conf"": 0.0, ""cx"": 0.38, ""cy"": 0.943, ""score"": 1.514}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.581, ""cy"": 0.279, ""score"": 1.398}, {""value"": 24, ""conf"": 56.0, ""cx"": 0.319, ""cy"": 0.562, ""score"": 0.693}, {""value"": 32, ""conf"": 35.0, ""cx"": 0.304, ""cy"": 0.587, ""score"": 0.498}, {""value"": 34, ""conf"": 32.0, ""cx"": 0.181, ""cy"": 0.579, ""score"": 0.483}, {""value"": 222, ""conf"": 21.0, ""cx"": 0.309, ""cy"": 0.571, ""score"": 0.349}, {""value"": 3, ""conf"": 13.0, ""cx"": 0.267, ""cy"": 0.572, ""score"": 0.276}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.307, ""cy"": 0.583, ""score"": 0.145}]",8,5,3.9618
flip__0009,flip,0009,0,0,1,training/flip/0009_000000001.jpg,19,"[{""value"": 4, ""conf"": 94.0, ""cx"": 0.283, ""cy"": 0.765, ""score"": 2.38}, {""value"": 4, ""conf"": 13.0, ""cx"": 0.818, ""cy"": 0.277, ""score"": 1.564}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.691, ""cy"": 0.254, ""score"": 1.426}, {""value"": 2, ""conf"": 33.0, ""cx"": 0.207, ""cy"": 0.291, ""score"": 0.954}, {""value"": 4, ""conf"": 28.0, ""cx"": 0.781, ""cy"": 0.308, ""score"": 0.893}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.131, ""cy"": 0.287, ""score"": 0.637}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.119, ""cy"": 0.297, ""score"": 0.634}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.734, ""cy"": 0.293, ""score"": 0.614}]",4,4,4.7442
flip__0009,flip,0009,1,7,8,training/flip/0009_000000008.jpg,13,"[{""value"": 5, ""conf"": 0.0, ""cx"": 0.187, ""cy"": 0.248, ""score"": 1.448}, {""value"": 31, ""conf"": 0.0, ""cx"": 0.326, ""cy"": 0.22, ""score"": 1.441}, {""value"": 24, ""conf"": 0.0, ""cx"": 0.116, ""cy"": 0.296, ""score"": 0.635}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.249, ""cy"": 0.292, ""score"": 0.616}, {""value"": 2, ""conf"": 43.0, ""cx"": 0.319, ""cy"": 0.55, ""score"": 0.557}, {""value"": 18, ""conf"": 34.0, ""cx"": 0.109, ""cy"": 0.547, ""score"": 0.497}, {""value"": 5, ""conf"": 28.0, ""cx"": 0.528, ""cy"": 0.305, ""score"": 0.457}, {""value"": 3, ""conf"": 8.0, ""cx"": 0.282, ""cy"": 0.408, ""score"": 0.233}]",4,5,3.3232
flip__0009,flip,0009,2,14,15,training/flip/0009_000000015.jpg,12,"[{""value"": 2, ""conf"": 21.0, ""cx"": 0.339, ""cy"": 0.943, ""score"": 1.73}, {""value"": 4, ""conf"": 19.0, ""cx"": 0.408, ""cy"": 0.863, ""score"": 1.66}, {""value"": 4, ""conf"": 20.0, ""cx"": 0.241, ""cy"": 0.249, ""score"": 1.639}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.678, ""cy"": 0.256, ""score"": 1.424}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.499, ""cy"": 0.733, ""score"": 0.992}, {""value"": 2, ""conf"": 67.0, ""cx"": 0.077, ""cy"": 0.492, ""score"": 0.812}, {""value"": 23, ""conf"": 44.0, ""cx"": 0.26, ""cy"": 0.47, ""score"": 0.566}, {""value"": 2, ""conf"": 31.0, ""cx"": 0.113, ""cy"": 0.573, ""score"": 0.48}]",4,7,4.1338
flip__0009,flip,0009,3,20,21,training/flip/0009_000000021.jpg,8,"[{""value"": 2, ""conf"": 54.0, ""cx"": 0.351, ""cy"": 0.606, ""score"": 0.691}, {""value"": 21, ""conf"": 0.0, ""cx"": 0.125, ""cy"": 0.296, ""score"": 0.633}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.282, ""cy"": 0.295, ""score"": 0.61}, {""value"": 714, ""conf"": 0.0, ""cx"": 0.693, ""cy"": 0.325, ""score"": 0.592}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.707, ""cy"": 0.365, ""score"": 0.573}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.704, ""cy"": 0.373, ""score"": 0.569}, {""value"": 23, ""conf"": 20.0, ""cx"": 0.308, ""cy"": 0.53, ""score"": 0.319}, {""value"": 6, ""conf"": 0.0, ""cx"": 0.641, ""cy"": 0.381, ""score"": 0.156}]",2,1,3.5139
flip__0009,flip,0009,4,27,28,training/flip/0009_000000028.jpg,4,"[{""value"": 5, ""conf"": 0.0, ""cx"": 0.756, ""cy"": 0.367, ""score"": 0.58}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.776, ""cy"": 0.375, ""score"": 0.579}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.484, ""cy"": 0.631, ""score"": 0.143}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.832, ""cy"": 0.52, ""score"": 0.135}]",4,5,2.9727
flip__0010,flip,0010,0,0,4,testing/flip/0010_000000004.jpg,10,"[{""value"": 5, ""conf"": 14.0, ""cx"": 0.386, ""cy"": 0.942, ""score"": 1.653}, {""value"": 200, ""conf"": 0.0, ""cx"": 0.574, ""cy"": 0.272, ""score"": 1.4}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.579, ""cy"": 0.28, ""score"": 0.597}, {""value"": 26, ""conf"": 0.0, ""cx"": 0.583, ""cy"": 0.289, ""score"": 0.593}, {""value"": 38, ""conf"": 0.0, ""cx"": 0.596, ""cy"": 0.296, ""score"": 0.591}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.572, ""cy"": 0.34, ""score"": 0.566}, {""value"": 9, ""conf"": 19.0, ""cx"": 0.164, ""cy"": 0.481, ""score"": 0.325}, {""value"": 1, ""conf"": 13.0, ""cx"": 0.164, ""cy"": 0.541, ""score"": 0.276}]",5,8,3.2997
flip__0010,flip,0010,1,6,10,training/flip/0010_000000010.jpg,4,"[{""value"": 2, ""conf"": 0.0, ""cx"": 0.132, ""cy"": 0.423, ""score"": 0.168}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.794, ""cy"": 0.448, ""score"": 0.145}, {""value"": 908, ""conf"": 0.0, ""cx"": 0.261, ""cy"": 0.455, ""score"": 0.134}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.216, ""cy"": 0.519, ""score"": 0.127}]",2,2,1.1137
flip__0010,flip,0010,2,13,17,training/flip/0010_000000017.jpg,7,"[{""value"": 3, ""conf"": 46.0, ""cx"": 0.421, ""cy"": 0.709, ""score"": 1.052}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.75, ""cy"": 0.332, ""score"": 0.596}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.748, ""cy"": 0.34, ""score"": 0.592}, {""value"": 1, ""conf"": 7.0, ""cx"": 0.517, ""cy"": 0.353, ""score"": 0.221}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.246, ""cy"": 0.411, ""score"": 0.158}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.223, ""cy"": 0.419, ""score"": 0.157}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.328, ""cy"": 0.414, ""score"": 0.144}]",3,1,2.0725
flip__0010,flip,0010,3,20,24,training/flip/0010_000000024.jpg,9,"[{""value"": 4, ""conf"": 65.0, ""cx"": 0.431, ""cy"": 0.859, ""score"": 2.115}, {""value"": 2, ""conf"": 44.0, ""cx"": 0.656, ""cy"": 0.281, ""score"": 1.048}, {""value"": 128, ""conf"": 0.0, ""cx"": 0.711, ""cy"": 0.283, ""score"": 0.615}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.682, ""cy"": 0.341, ""score"": 0.582}, {""value"": 6, ""conf"": 25.0, ""cx"": 0.867, ""cy"": 0.398, ""score"": 0.431}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.138, ""cy"": 0.397, ""score"": 0.181}, {""value"": 2, ""conf"": 1.0, ""cx"": 0.168, ""cy"": 0.543, ""score"": 0.156}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.227, ""cy"": 0.428, ""score"": 0.152}]",4,2,3.9628
flip__0010,flip,0010,4,26,30,training/flip/0010_000000030.jpg,17,"[{""value"": 3, ""conf"": 0.0, ""cx"": 0.401, ""cy"": 0.971, ""score"": 1.525}, {""value"": 4, ""conf"": 30.0, ""cx"": 0.946, ""cy"": 0.706, ""score"": 0.945}, {""value"": 3, ""conf"": 30.0, ""cx"": 0.863, ""cy"": 0.319, ""score"": 0.92}, {""value"": 3, ""conf"": 2.0, ""cx"": 0.835, ""cy"": 0.701, ""score"": 0.646}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.864, ""cy"": 0.343, ""score"": 0.608}, {""value"": 35, ""conf"": 0.0, ""cx"": 0.703, ""cy"": 0.316, ""score"": 0.597}, {""value"": 5, ""conf"": 43.0, ""cx"": 0.724, ""cy"": 0.413, ""score"": 0.582}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.597, ""cy"": 0.333, ""score"": 0.573}]",3,4,4.7203
flip__0011,flip,0011,0,0,5,training/flip/0011_000000005.jpg,30,"[{""value"": 85, ""conf"": 0.0, ""cx"": 0.267, ""cy"": 0.264, ""score"": 1.428}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.346, ""cy"": 0.278, ""score"": 1.409}, {""value"": 5, ""conf"": 64.0, ""cx"": 0.562, ""cy"": 0.686, ""score"": 1.217}, {""value"": 2, ""conf"": 56.0, ""cx"": 0.408, ""cy"": 0.364, ""score"": 1.117}, {""value"": 7, ""conf"": 37.0, ""cx"": 0.41, ""cy"": 0.314, ""score"": 0.951}, {""value"": 18, ""conf"": 50.0, ""cx"": 0.241, ""cy"": 0.546, ""score"": 0.637}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.695, ""cy"": 0.297, ""score"": 0.606}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.704, ""cy"": 0.338, ""score"": 0.587}]",2,5,3.6766
flip__0011,flip,0011,1,6,11,training/flip/0011_000000011.jpg,22,"[{""value"": 46, ""conf"": 75.0, ""cx"": 0.33, ""cy"": 0.258, ""score"": 2.171}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.205, ""cy"": 0.264, ""score"": 1.437}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.202, ""cy"": 0.275, ""score"": 1.432}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.348, ""cy"": 0.269, ""score"": 1.413}, {""value"": 1, ""conf"": 26.0, ""cx"": 0.419, ""cy"": 0.365, ""score"": 0.815}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.304, ""cy"": 0.28, ""score"": 0.614}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.173, ""cy"": 0.378, ""score"": 0.585}, {""value"": 7, ""conf"": 44.0, ""cx"": 0.416, ""cy"": 0.512, ""score"": 0.533}]",,,
flip__0011,flip,0011,2,12,17,training/flip/0011_000000017.jpg,19,"[{""value"": 4, ""conf"": 73.0, ""cx"": 0.272, ""cy"": 0.907, ""score"": 2.242}, {""value"": 61, ""conf"": 69.0, ""cx"": 0.329, ""cy"": 0.255, ""score"": 2.113}, {""value"": 14, ""conf"": 27.0, ""cx"": 0.225, ""cy"": 0.966, ""score"": 1.819}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.284, ""cy"": 0.274, ""score"": 1.42}, {""value"": 85, ""conf"": 0.0, ""cx"": 0.333, ""cy"": 0.271, ""score"": 1.414}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.597, ""cy"": 0.286, ""score"": 0.597}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.298, ""cy"": 0.378, ""score"": 0.566}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.375, ""cy"": 0.63, ""score"": 0.559}]",5,8,3.0667
flip__0011,flip,0011,3,19,24,training/flip/0011_000000024.jpg,12,"[{""value"": 3, ""conf"": 0.0, ""cx"": 0.26, ""cy"": 0.99, ""score"": 1.556}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.253, ""cy"": 0.274, ""score"": 1.425}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.37, ""cy"": 0.296, ""score"": 0.597}, {""value"": 83, ""conf"": 0.0, ""cx"": 0.286, ""cy"": 0.337, ""score"": 0.588}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.276, ""cy"": 0.346, ""score"": 0.586}, {""value"": 20, ""conf"": 0.0, ""cx"": 0.283, ""cy"": 0.359, ""score"": 0.578}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.337, ""cy"": 0.344, ""score"": 0.577}, {""value"": 1, ""conf"": 38.0, ""cx"": 0.419, ""cy"": 0.595, ""score"": 0.514}]",,,
flip__0011,flip,0011,4,25,30,training/flip/0011_000000030.jpg,13,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.271, ""cy"": 0.266, ""score"": 1.427}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.353, ""cy"": 0.323, ""score"": 0.586}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.314, ""cy"": 0.338, ""score"": 0.584}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.323, ""cy"": 0.637, ""score"": 0.57}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.283, ""cy"": 0.62, ""score"": 0.568}, {""value"": 5, ""conf"": 10.0, ""cx"": 0.607, ""cy"": 0.405, ""score"": 0.238}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.181, ""cy"": 0.393, ""score"": 0.177}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.205, ""cy"": 0.429, ""score"": 0.155}]",4,5,3.074
flip__0012,flip,0012,0,0,7,testing/flip/0012_000000007.jpg,28,"[{""value"": 4, ""conf"": 24.0, ""cx"": 0.362, ""cy"": 0.973, ""score"": 1.772}, {""value"": 7, ""conf"": 51.0, ""cx"": 0.281, ""cy"": 0.656, ""score"": 1.096}, {""value"": 4, ""conf"": 86.0, ""cx"": 0.653, ""cy"": 0.498, ""score"": 0.959}, {""value"": 4, ""conf"": 33.0, ""cx"": 0.395, ""cy"": 0.299, ""score"": 0.921}, {""value"": 1035, ""conf"": 0.0, ""cx"": 0.646, ""cy"": 0.322, ""score"": 0.586}, {""value"": 12, ""conf"": 0.0, ""cx"": 0.281, ""cy"": 0.345, ""score"": 0.585}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.38, ""cy"": 0.661, ""score"": 0.573}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.612, ""cy"": 0.659, ""score"": 0.572}]",4,4,3.5309
flip__0012,flip,0012,1,6,13,training/flip/0012_000000013.jpg,14,"[{""value"": 3, ""conf"": 1.0, ""cx"": 0.333, ""cy"": 0.91, ""score"": 1.515}, {""value"": 19, ""conf"": 35.0, ""cx"": 0.294, ""cy"": 0.312, ""score"": 0.95}, {""value"": 17, ""conf"": 29.0, ""cx"": 0.668, ""cy"": 0.325, ""score"": 0.878}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.321, ""cy"": 0.304, ""score"": 0.6}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.394, ""cy"": 0.3, ""score"": 0.591}, {""value"": 210, ""conf"": 14.0, ""cx"": 0.758, ""cy"": 0.484, ""score"": 0.262}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.704, ""cy"": 0.386, ""score"": 0.162}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.277, ""cy"": 0.59, ""score"": 0.154}]",2,3,3.0125
flip__0012,flip,0012,2,12,19,training/flip/0012_000000019.jpg,11,"[{""value"": 4, ""conf"": 55.0, ""cx"": 0.279, ""cy"": 0.379, ""score"": 1.119}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.316, ""cy"": 0.332, ""score"": 0.587}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.66, ""cy"": 0.328, ""score"": 0.585}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.713, ""cy"": 0.367, ""score"": 0.573}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.301, ""cy"": 0.383, ""score"": 0.163}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.718, ""cy"": 0.405, ""score"": 0.155}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.364, ""cy"": 0.4, ""score"": 0.145}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.36, ""cy"": 0.565, ""score"": 0.128}]",4,5,3.9419
flip__0012,flip,0012,3,17,24,training/flip/0012_000000024.jpg,12,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.337, ""cy"": 0.996, ""score"": 1.547}, {""value"": 5, ""conf"": 79.0, ""cx"": 0.181, ""cy"": 0.665, ""score"": 1.395}, {""value"": 37, ""conf"": 54.0, ""cx"": 0.686, ""cy"": 0.332, ""score"": 1.127}, {""value"": 5, ""conf"": 52.0, ""cx"": 0.815, ""cy"": 0.551, ""score"": 0.668}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.637, ""cy"": 0.332, ""score"": 0.58}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.558, ""cy"": 0.354, ""score"": 0.557}, {""value"": 4, ""conf"": 22.0, ""cx"": 0.412, ""cy"": 0.44, ""score"": 0.338}, {""value"": 2, ""conf"": 19.0, ""cx"": 0.339, ""cy"": 0.558, ""score"": 0.318}]",1,2,4.354
flip__0012,flip,0012,4,23,30,testing/flip/0012_000000030.jpg,16,"[{""value"": 4, ""conf"": 38.0, ""cx"": 0.406, ""cy"": 0.303, ""score"": 0.967}, {""value"": 2, ""conf"": 26.0, ""cx"": 0.408, ""cy"": 0.317, ""score"": 0.84}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.373, ""cy"": 0.311, ""score"": 0.588}, {""value"": 15, ""conf"": 0.0, ""cx"": 0.271, ""cy"": 0.656, ""score"": 0.587}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.315, ""cy"": 0.335, ""score"": 0.585}, {""value"": 637, ""conf"": 0.0, ""cx"": 0.655, ""cy"": 0.331, ""score"": 0.583}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.274, ""cy"": 0.626, ""score"": 0.572}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.648, ""cy"": 0.371, ""score"": 0.562}]",2,1,3.6519
flip__0013,flip,0013,0,0,4,training/flip/0013_000000004.jpg,20,"[{""value"": 3, ""conf"": 0.0, ""cx"": 0.452, ""cy"": 0.959, ""score"": 1.112}, {""value"": 67, ""conf"": 38.0, ""cx"": 0.721, ""cy"": 0.343, ""score"": 0.967}, {""value"": 3, ""conf"": 38.0, ""cx"": 0.693, ""cy"": 0.623, ""score"": 0.946}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.672, ""cy"": 0.343, ""score"": 0.58}, {""value"": 8, ""conf"": 0.0, ""cx"": 0.417, ""cy"": 0.323, ""score"": 0.576}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.594, ""cy"": 0.655, ""score"": 0.567}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.389, ""cy"": 0.648, ""score"": 0.566}, {""value"": 14, ""conf"": 0.0, ""cx"": 0.344, ""cy"": 0.632, ""score"": 0.565}]",3,2,3.9281
flip__0013,flip,0013,1,6,10,training/flip/0013_000000010.jpg,20,"[{""value"": 3, ""conf"": 44.0, ""cx"": 0.803, ""cy"": 0.388, ""score"": 0.617}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.389, ""cy"": 0.673, ""score"": 0.578}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.371, ""cy"": 0.656, ""score"": 0.572}, {""value"": 324, ""conf"": 0.0, ""cx"": 0.378, ""cy"": 0.346, ""score"": 0.57}, {""value"": 45, ""conf"": 0.0, ""cx"": 0.363, ""cy"": 0.628, ""score"": 0.559}, {""value"": 2, ""conf"": 10.0, ""cx"": 0.397, ""cy"": 0.427, ""score"": 0.227}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.704, ""cy"": 0.385, ""score"": 0.163}, {""value"": 2, ""conf"": 0.0, ""cx"": 0.812, ""cy"": 0.581, ""score"": 0.162}]",2,3,3.4388
flip__0013,flip,0013,2,13,17,training/flip/0013_000000017.jpg,13,"[{""value"": 1, ""conf"": 0.0, ""cx"": 0.688, ""cy"": 0.334, ""score"": 0.586}, {""value"": 102, ""conf"": 0.0, ""cx"": 0.646, ""cy"": 0.67, ""score"": 0.582}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.709, ""cy"": 0.356, ""score"": 0.579}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.381, ""cy"": 0.665, ""score"": 0.575}, {""value"": 7, ""conf"": 0.0, ""cx"": 0.606, ""cy"": 0.377, ""score"": 0.552}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.412, ""cy"": 0.378, ""score"": 0.549}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.476, ""cy"": 0.669, ""score"": 0.163}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.321, ""cy"": 0.619, ""score"": 0.161}]",10,7,2.1517
flip__0013,flip,0013,3,20,24,training/flip/0013_000000024.jpg,14,"[{""value"": 4, ""conf"": 22.0, ""cx"": 0.937, ""cy"": 0.8, ""score"": 1.711}, {""value"": 5, ""conf"": 31.0, ""cx"": 0.256, ""cy"": 0.681, ""score"": 0.912}, {""value"": 8, ""conf"": 14.0, ""cx"": 0.368, ""cy"": 0.677, ""score"": 0.723}, {""value"": 3, ""conf"": 13.0, ""cx"": 0.716, ""cy"": 0.334, ""score"": 0.72}, {""value"": 9, ""conf"": 0.0, ""cx"": 0.257, ""cy"": 0.669, ""score"": 0.596}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.667, ""cy"": 0.334, ""score"": 0.583}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.686, ""cy"": 0.347, ""score"": 0.579}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.685, ""cy"": 0.357, ""score"": 0.574}]",5,4,4.8726
flip__0013,flip,0013,4,26,30,training/flip/0013_000000030.jpg,24,"[{""value"": 4, ""conf"": 47.0, ""cx"": 0.986, ""cy"": 0.84, ""score"": 1.988}, {""value"": 39, ""conf"": 45.0, ""cx"": 0.391, ""cy"": 0.935, ""score"": 1.959}, {""value"": 9, ""conf"": 35.0, ""cx"": 0.437, ""cy"": 0.323, ""score"": 0.923}, {""value"": 885, ""conf"": 0.0, ""cx"": 0.37, ""cy"": 0.31, ""score"": 0.589}, {""value"": 639, ""conf"": 0.0, ""cx"": 0.693, ""cy"": 0.336, ""score"": 0.586}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.426, ""cy"": 0.679, ""score"": 0.576}, {""value"": 1, ""conf"": 0.0, ""cx"": 0.693, ""cy"": 0.358, ""score"": 0.575}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.368, ""cy"": 0.343, ""score"": 0.573}]",39,4,3.3968
flip__0014,flip,0014,0,0,1,training/flip/0014_000000001.jpg,23,"[{""value"": 4, ""conf"": 51.0, ""cx"": 0.337, ""cy"": 0.97, ""score"": 2.044}, {""value"": 1, ""conf"": 10.0, ""cx"": 0.761, ""cy"": 0.342, ""score"": 0.693}, {""value"": 4, ""conf"": 2.0, ""cx"": 0.241, ""cy"": 0.689, ""score"": 0.629}, {""value"": 3, ""conf"": 0.0, ""cx"": 0.794, ""cy"": 0.681, ""score"": 0.609}, {""value"": 5, ""conf"": 0.0, ""cx"": 0.774, ""cy"": 0.663, ""score"": 0.597}, {""value"": 10, ""conf"": 0.0, ""cx"": 0.406, ""cy"": 0.668, ""score"": 0.573}, {""value"": 41, ""conf"": 0.0, ""cx"": 0.392, ""cy"": 0.337, ""score"": 0.573}, {""value"": 4, ""conf"": 0.0, ""cx"": 0.724, ""cy"": 0.623, ""score"": 0.57}]",4,3,4.9037
