i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
1855,1856,0.9903445268473668,1,0,same_sequence_same_split,training/notflip/0004_000000033.jpg,training/notflip/0004_000000034.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,33,34
373,2111,0.9903417994677032,1,0,same_sequence_cross_split,testing/notflip/0020_000000016.jpg,training/notflip/0020_000000017.jpg,notflip__0020,notflip__0020,testing,training,notflip,notflip,16,17
449,2367,0.9903177935477337,1,2,same_sequence_cross_split,testing/notflip/0033_000000019.jpg,training/notflip/0033_000000020.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,19,20
397,2185,0.9903133999923058,0,0,same_sequence_cross_split,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000026.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,25,26
2466,2467,0.9902966407831013,1,0,same_sequence_same_split,training/notflip/0037_000000026.jpg,training/notflip/0037_000000027.jpg,notflip__0037,notflip__0037,training,training,notflip,notflip,26,27
2210,2211,0.9902707055313615,0,0,same_sequence_same_split,training/notflip/0026_000000026.jpg,training/notflip/0026_000000027.jpg,notflip__0026,notflip__0026,training,training,notflip,notflip,26,27
2216,2218,0.9902350265969168,2,0,same_sequence_same_split,training/notflip/0027_000000005.jpg,training/notflip/0027_000000007.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,5,7
2149,2150,0.9901960221034866,2,0,same_sequence_same_split,training/notflip/0024_000000008.jpg,training/notflip/0024_000000009.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,8,9
2221,2222,0.9901831180132595,2,0,same_sequence_same_split,training/notflip/0027_000000011.jpg,training/notflip/0027_000000012.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,11,12
466,2448,0.9901465286067507,1,0,same_sequence_cross_split,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000026.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,25,26
2423,2424,0.990102953170342,2,4,same_sequence_same_split,training/notflip/0035_000000027.jpg,training/notflip/0035_000000028.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,27,28
2915,2916,0.9900818514354862,0,0,same_sequence_same_split,training/notflip/0055_000000028.jpg,training/notflip/0055_000000029.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,28,29
1802,1803,0.990055446416516,0,0,same_sequence_same_split,training/notflip/0002_000000024.jpg,training/notflip/0002_000000025.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,24,25
2932,2933,0.9900497610227996,0,0,same_sequence_same_split,training/notflip/0056_000000019.jpg,training/notflip/0056_000000020.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,19,20
2144,2145,0.989996382642411,0,0,same_sequence_same_split,training/notflip/0023_000000027.jpg,training/notflip/0023_000000028.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,27,28
544,2711,0.98995543769296,0,0,same_sequence_cross_split,testing/notflip/0047_000000029.jpg,training/notflip/0047_000000030.jpg,notflip__0047,notflip__0047,testing,training,notflip,notflip,29,30
2281,2282,0.9899522484616571,1,0,same_sequence_same_split,training/notflip/0029_000000026.jpg,training/notflip/0029_000000027.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,26,27
465,2444,0.9898434954318769,0,2,same_sequence_cross_split,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000021.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,20,21
2214,2215,0.9897844639836315,1,0,same_sequence_same_split,training/notflip/0027_000000002.jpg,training/notflip/0027_000000003.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,2,3
1822,1823,0.9897653851761529,0,0,same_sequence_same_split,training/notflip/0003_000000019.jpg,training/notflip/0003_000000020.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,19,20
552,2752,0.9897407555147582,1,0,same_sequence_cross_split,testing/notflip/0049_000000018.jpg,training/notflip/0049_000000019.jpg,notflip__0049,notflip__0049,testing,training,notflip,notflip,18,19
467,2448,0.9897342478552071,0,0,same_sequence_cross_split,testing/notflip/0036_000000028.jpg,training/notflip/0036_000000026.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,28,26
2982,2983,0.9897092920810365,0,0,same_sequence_same_split,training/notflip/0058_000000023.jpg,training/notflip/0058_000000024.jpg,notflip__0058,notflip__0058,training,training,notflip,notflip,23,24
321,1891,0.9897011238974448,0,0,same_sequence_cross_split,testing/notflip/0006_000000009.jpg,training/notflip/0006_000000010.jpg,notflip__0006,notflip__0006,testing,training,notflip,notflip,9,10
2909,2910,0.9896998843700006,1,0,same_sequence_same_split,training/notflip/0055_000000022.jpg,training/notflip/0055_000000023.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,22,23
2107,2108,0.9896398182330475,0,0,same_sequence_same_split,training/notflip/0020_000000012.jpg,training/notflip/0020_000000013.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,12,13
450,2372,0.989595417794815,0,0,same_sequence_cross_split,testing/notflip/0033_000000025.jpg,training/notflip/0033_000000026.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,25,26
1792,1793,0.9895487853413809,0,0,same_sequence_same_split,training/notflip/0002_000000013.jpg,training/notflip/0002_000000014.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,13,14
376,2120,0.9894768554435509,0,2,same_sequence_cross_split,testing/notflip/0021_000000026.jpg,training/notflip/0021_000000027.jpg,notflip__0021,notflip__0021,testing,training,notflip,notflip,26,27
466,2447,0.9894390016551441,0,2,same_sequence_cross_split,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000024.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,25,24
2795,2796,0.9894203216994594,1,0,same_sequence_same_split,training/notflip/0051_000000009.jpg,training/notflip/0051_000000010.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,9,10
573,2885,0.9894110922756783,0,0,same_sequence_cross_split,testing/notflip/0054_000000023.jpg,training/notflip/0054_000000024.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,23,24
433,434,0.9893894361044213,1,0,same_sequence_same_split,testing/notflip/0031_000000015.jpg,testing/notflip/0031_000000016.jpg,notflip__0031,notflip__0031,testing,testing,notflip,notflip,15,16
2553,2554,0.98937786310215,0,0,same_sequence_same_split,training/notflip/0041_000000023.jpg,training/notflip/0041_000000024.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,23,24
396,2182,0.9892157084256468,1,0,same_sequence_cross_split,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000020.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,22,20
2441,2442,0.9891840882688274,2,2,same_sequence_same_split,training/notflip/0036_000000017.jpg,training/notflip/0036_000000018.jpg,notflip__0036,notflip__0036,training,training,notflip,notflip,17,18
300,301,0.98918087919519,0,0,same_sequence_same_split,testing/notflip/0002_000000026.jpg,testing/notflip/0002_000000027.jpg,notflip__0002,notflip__0002,testing,testing,notflip,notflip,26,27
468,2450,0.9891675394681321,1,0,same_sequence_cross_split,testing/notflip/0036_000000030.jpg,training/notflip/0036_000000029.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,30,29
2626,2628,0.9891348461152463,2,2,same_sequence_same_split,training/notflip/0044_000000015.jpg,training/notflip/0044_000000017.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,15,17
2610,2611,0.9891307751801255,0,0,same_sequence_same_split,training/notflip/0043_000000027.jpg,training/notflip/0043_000000028.jpg,notflip__0043,notflip__0043,training,training,notflip,notflip,27,28
2785,2786,0.9890891206115565,0,0,same_sequence_same_split,training/notflip/0050_000000027.jpg,training/notflip/0050_000000028.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,27,28
451,2372,0.9890664957390951,0,2,same_sequence_cross_split,testing/notflip/0033_000000027.jpg,training/notflip/0033_000000026.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,27,26
1853,1854,0.9890322641371919,1,0,same_sequence_same_split,training/notflip/0004_000000031.jpg,training/notflip/0004_000000032.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,31,32
380,2145,0.9890062323463437,0,0,same_sequence_cross_split,testing/notflip/0023_000000029.jpg,training/notflip/0023_000000028.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,29,28
2750,2751,0.9889878437232911,1,0,same_sequence_same_split,training/notflip/0049_000000016.jpg,training/notflip/0049_000000017.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,16,17
2533,2534,0.9889834807307182,0,0,same_sequence_same_split,training/notflip/0040_000000025.jpg,training/notflip/0040_000000026.jpg,notflip__0040,notflip__0040,training,training,notflip,notflip,25,26
2701,2702,0.9889752059048285,1,0,same_sequence_same_split,training/notflip/0047_000000017.jpg,training/notflip/0047_000000018.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,17,18
2424,2425,0.9889734898003978,2,0,same_sequence_same_split,training/notflip/0035_000000028.jpg,training/notflip/0035_000000029.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,28,29
2324,2325,0.9889402614814378,2,0,same_sequence_same_split,training/notflip/0031_000000025.jpg,training/notflip/0031_000000026.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,25,26
2235,2236,0.9889338120335043,1,0,same_sequence_same_split,training/notflip/0027_000000029.jpg,training/notflip/0027_000000030.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,29,30
1951,1952,0.9888193082818961,0,0,same_sequence_same_split,training/notflip/0008_000000027.jpg,training/notflip/0008_000000028.jpg,notflip__0008,notflip__0008,training,training,notflip,notflip,27,28
375,376,0.9888065870613724,0,2,same_sequence_same_split,testing/notflip/0021_000000024.jpg,testing/notflip/0021_000000026.jpg,notflip__0021,notflip__0021,testing,testing,notflip,notflip,24,26
2558,2559,0.9888046224446344,1,0,same_sequence_same_split,training/notflip/0041_000000029.jpg,training/notflip/0041_000000030.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,29,30
2462,2463,0.9887768367818083,0,0,same_sequence_same_split,training/notflip/0037_000000021.jpg,training/notflip/0037_000000022.jpg,notflip__0037,notflip__0037,training,training,notflip,notflip,21,22
2675,2676,0.9886916339378045,0,0,same_sequence_same_split,training/notflip/0046_000000017.jpg,training/notflip/0046_000000018.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,17,18
532,2660,0.988666227054586,1,0,same_sequence_cross_split,testing/notflip/0045_000000026.jpg,training/notflip/0045_000000027.jpg,notflip__0045,notflip__0045,testing,training,notflip,notflip,26,27
2784,2785,0.9886214964923116,0,0,same_sequence_same_split,training/notflip/0050_000000026.jpg,training/notflip/0050_000000027.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,26,27
2467,2468,0.9885321829251025,1,0,same_sequence_same_split,training/notflip/0037_000000027.jpg,training/notflip/0037_000000029.jpg,notflip__0037,notflip__0037,training,training,notflip,notflip,27,29
543,2708,0.9885171058077404,0,0,same_sequence_cross_split,testing/notflip/0047_000000025.jpg,training/notflip/0047_000000026.jpg,notflip__0047,notflip__0047,testing,training,notflip,notflip,25,26
515,2573,0.9885135888764717,0,0,same_sequence_cross_split,testing/notflip/0042_000000013.jpg,training/notflip/0042_000000012.jpg,notflip__0042,notflip__0042,testing,training,notflip,notflip,13,12
2554,2556,0.9884986349340056,1,2,same_sequence_same_split,training/notflip/0041_000000024.jpg,training/notflip/0041_000000026.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,24,26
298,1792,0.988483510849577,0,0,same_sequence_cross_split,testing/notflip/0002_000000012.jpg,training/notflip/0002_000000013.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,12,13
361,2071,0.9884524108963277,2,0,same_sequence_cross_split,testing/notflip/0016_000000020.jpg,training/notflip/0016_000000019.jpg,notflip__0016,notflip__0016,testing,training,notflip,notflip,20,19
1794,1795,0.9883936697360881,2,0,same_sequence_same_split,training/notflip/0002_000000016.jpg,training/notflip/0002_000000017.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,16,17
2812,2813,0.988387291173909,1,0,same_sequence_same_split,training/notflip/0051_000000028.jpg,training/notflip/0051_000000029.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,28,29
500,2527,0.9883826437485324,1,0,same_sequence_cross_split,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000019.jpg,notflip__0040,notflip__0040,testing,training,notflip,notflip,18,19
2906,2907,0.9883282295852949,0,0,same_sequence_same_split,training/notflip/0055_000000019.jpg,training/notflip/0055_000000020.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,19,20
2723,2724,0.9883159331062534,1,0,same_sequence_same_split,training/notflip/0048_000000012.jpg,training/notflip/0048_000000013.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,12,13
1079,1080,0.988289091704962,0,2,same_sequence_same_split,training/flip/0028_000000006.jpg,training/flip/0028_000000007.jpg,flip__0028,flip__0028,training,training,flip,flip,6,7
2085,2086,0.9882780229680286,0,2,same_sequence_same_split,training/notflip/0019_000000014.jpg,training/notflip/0019_000000016.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,14,16
299,1794,0.9882574992734163,0,0,same_sequence_cross_split,testing/notflip/0002_000000015.jpg,training/notflip/0002_000000016.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,15,16
2186,2187,0.9882534373397722,0,0,same_sequence_same_split,training/notflip/0025_000000027.jpg,training/notflip/0025_000000028.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,27,28
2373,2374,0.988234252782837,1,2,same_sequence_same_split,training/notflip/0033_000000028.jpg,training/notflip/0033_000000029.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,28,29
2515,2516,0.988232084465159,0,0,same_sequence_same_split,training/notflip/0039_000000027.jpg,training/notflip/0039_000000028.jpg,notflip__0039,notflip__0039,training,training,notflip,notflip,27,28
2753,2754,0.9882294019864051,0,0,same_sequence_same_split,training/notflip/0049_000000020.jpg,training/notflip/0049_000000021.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,20,21
2139,2140,0.9881874829072763,1,2,same_sequence_same_split,training/notflip/0023_000000021.jpg,training/notflip/0023_000000022.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,21,22
2639,2640,0.9881554747809391,2,0,same_sequence_same_split,training/notflip/0044_000000029.jpg,training/notflip/0044_000000030.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,29,30
572,2882,0.9881378823824217,2,0,same_sequence_cross_split,testing/notflip/0054_000000020.jpg,training/notflip/0054_000000019.jpg,notflip__0054,notflip__0054,testing,training,notflip,notflip,20,19
509,2557,0.9881079895710614,0,0,same_sequence_cross_split,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000027.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,28,27
1799,1800,0.9880987013641204,0,0,same_sequence_same_split,training/notflip/0002_000000021.jpg,training/notflip/0002_000000022.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,21,22
2669,2670,0.9880743656258713,1,2,same_sequence_same_split,training/notflip/0046_000000009.jpg,training/notflip/0046_000000010.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,9,10
